EmployeeID,Age,Attrition,Department,DistanceFromHome,EducationField,Gender,MonthlyIncome,MaritalStatus,JobRole,OverTime,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,YearsAtCompany,BusinessTravel,WorkLifeBalance
505,39,No,Research & Development,4,Life Sciences,Female,9948,Married,Healthcare Representative,Yes,3,2,4,14,Travel_Rarely,3
506,45,No,Research & Development,10,Human Resources,Female,4347,Divorced,Research Scientist,No,4,2,2,13,Travel_Frequently,4
507,55,No,Research & Development,22,Other,Male,6093,Married,Healthcare Representative,No,3,3,4,12,Travel_Rarely,4
508,49,No,Research & Development,7,Life Sciences,Male,4953,Married,Research Scientist,Yes,4,3,2,19,Travel_Rarely,4
509,31,Yes,Research & Development,22,Marketing,Female,3140,Married,Healthcare Representative,No,4,3,4,4,Non-Travel,3
510,42,No,Research & Development,24,Life Sciences,Male,5001,Single,Research Scientist,No,3,3,1,8,Non-Travel,4
511,33,No,Research & Development,25,Life Sciences,Male,12905,Divorced,Healthcare Representative,No,4,2,4,10,Non-Travel,2
512,43,No,Research & Development,29,Life Sciences,Male,11270,Married,Healthcare Representative,No,3,3,4,18,Non-Travel,4
513,40,No,Research & Development,16,Other,Female,10531,Single,Healthcare Representative,Yes,4,2,2,18,Non-Travel,3
514,43,No,Research & Development,28,Technical Degree,Female,12320,Divorced,Research Scientist,No,3,4,1,18,Non-Travel,4
515,46,No,Research & Development,5,Human Resources,Male,13107,Single,Healthcare Representative,No,4,3,3,11,Travel_Rarely,1
516,48,No,Research & Development,8,Life Sciences,Female,9235,Divorced,Manufacturing Director,Yes,3,3,2,12,Travel_Frequently,3
517,50,No,Research & Development,22,Life Sciences,Female,7995,Married,Research Scientist,Yes,4,2,4,1,Non-Travel,3
518,32,Yes,Research & Development,23,Technical Degree,Male,2091,Single,Research Director,No,3,2,3,4,Non-Travel,4
519,52,No,Research & Development,27,Other,Female,5730,Single,Manufacturing Director,No,3,3,3,14,Travel_Rarely,3
520,34,Yes,Research & Development,19,Marketing,Female,2925,Single,Healthcare Representative,No,4,1,4,4,Travel_Frequently,2
521,30,No,Research & Development,9,Technical Degree,Male,11268,Married,Manufacturing Director,No,4,3,2,18,Travel_Frequently,1
522,44,No,Research & Development,21,Human Resources,Female,12451,Divorced,Laboratory Technician,No,3,4,2,15,Travel_Frequently,3
523,35,No,Research & Development,28,Other,Male,14228,Single,Laboratory Technician,No,4,3,3,14,Travel_Frequently,3
524,36,No,Research & Development,15,Medical,Male,6868,Married,Research Director,No,4,2,4,5,Travel_Rarely,4
525,29,No,Research & Development,24,Other,Male,5610,Single,Laboratory Technician,No,4,2,1,9,Travel_Frequently,1
526,30,No,Research & Development,27,Technical Degree,Male,12856,Divorced,Manufacturing Director,No,3,2,2,14,Travel_Frequently,1
527,44,No,Research & Development,20,Life Sciences,Female,11551,Single,Research Scientist,No,3,4,3,17,Travel_Frequently,3
528,51,No,Research & Development,15,Medical,Male,6865,Married,Healthcare Representative,No,4,2,3,5,Travel_Rarely,1
529,39,No,Research & Development,23,Marketing,Male,8185,Married,Research Scientist,No,4,3,3,8,Travel_Frequently,1
530,47,No,Research & Development,23,Marketing,Female,13849,Divorced,Research Scientist,No,4,2,1,8,Travel_Frequently,2
531,40,No,Research & Development,28,Marketing,Male,9438,Single,Research Scientist,No,3,3,4,10,Travel_Rarely,3
532,52,No,Research & Development,14,Marketing,Female,3555,Divorced,Healthcare Representative,No,3,2,2,16,Travel_Frequently,3
533,39,No,Research & Development,21,Life Sciences,Male,12865,Divorced,Healthcare Representative,No,3,4,4,11,Travel_Frequently,2
534,28,Yes,Research & Development,14,Human Resources,Male,3285,Divorced,Manufacturing Director,No,4,1,4,1,Travel_Frequently,4
535,32,No,Research & Development,6,Technical Degree,Male,5842,Married,Manufacturing Director,No,4,3,4,10,Travel_Rarely,2
536,25,Yes,Research & Development,2,Other,Female,4650,Single,Research Director,No,4,1,4,0,Travel_Rarely,3
537,39,No,Research & Development,4,Other,Female,12293,Married,Laboratory Technician,Yes,3,4,2,17,Travel_Frequently,2
538,54,No,Research & Development,27,Human Resources,Male,7717,Single,Manufacturing Director,No,4,3,2,5,Travel_Frequently,4
539,53,No,Research & Development,19,Medical,Female,3471,Married,Laboratory Technician,No,4,3,1,8,Non-Travel,1
540,55,No,Research & Development,9,Other,Female,14354,Divorced,Manufacturing Director,No,3,2,1,13,Non-Travel,1
541,28,Yes,Research & Development,20,Marketing,Male,3451,Divorced,Healthcare Representative,No,4,3,3,4,Travel_Rarely,4
542,32,No,Research & Development,5,Marketing,Female,3673,Married,Research Director,No,3,3,3,6,Non-Travel,4
543,31,No,Research & Development,29,Technical Degree,Female,3723,Married,Manufacturing Director,No,4,3,3,9,Non-Travel,3
544,33,No,Research & Development,5,Life Sciences,Female,11049,Single,Manufacturing Director,No,3,2,2,18,Non-Travel,2
545,29,Yes,Research & Development,16,Other,Female,4891,Divorced,Laboratory Technician,Yes,4,1,4,3,Travel_Frequently,1
546,55,No,Research & Development,27,Other,Male,5025,Divorced,Laboratory Technician,No,4,2,2,10,Travel_Rarely,1
547,46,No,Research & Development,10,Marketing,Male,9822,Single,Laboratory Technician,No,3,2,4,16,Non-Travel,3
548,31,No,Research & Development,1,Human Resources,Female,5519,Divorced,Manufacturing Director,Yes,4,3,1,16,Travel_Frequently,4
549,51,No,Research & Development,18,Other,Male,5118,Single,Research Director,Yes,4,2,1,10,Travel_Frequently,4
550,35,No,Research & Development,25,Marketing,Female,4461,Divorced,Healthcare Representative,Yes,3,2,1,6,Travel_Frequently,3
551,41,No,Research & Development,29,Technical Degree,Male,14222,Married,Manufacturing Director,No,4,3,4,4,Travel_Frequently,3
552,41,No,Research & Development,17,Life Sciences,Female,9922,Single,Research Scientist,No,4,4,4,6,Travel_Frequently,2
553,50,No,Research & Development,3,Technical Degree,Female,11115,Married,Laboratory Technician,No,4,4,3,17,Travel_Rarely,2
554,49,No,Research & Development,4,Life Sciences,Male,7073,Divorced,Manufacturing Director,No,4,3,4,19,Travel_Rarely,1
555,51,No,Research & Development,22,Life Sciences,Male,7151,Divorced,Research Director,No,4,4,2,3,Non-Travel,2
556,29,No,Research & Development,20,Other,Female,9819,Married,Research Scientist,No,4,3,3,11,Non-Travel,2
557,30,No,Research & Development,4,Life Sciences,Male,7248,Married,Research Director,No,3,2,2,14,Non-Travel,4
558,40,No,Research & Development,5,Marketing,Female,14893,Single,Research Director,No,3,4,1,20,Travel_Frequently,2
559,25,Yes,Research & Development,25,Life Sciences,Male,2109,Married,Laboratory Technician,Yes,4,3,2,1,Travel_Frequently,4
560,31,No,Research & Development,8,Technical Degree,Male,5497,Divorced,Laboratory Technician,No,3,3,3,16,Travel_Frequently,4
561,25,Yes,Research & Development,13,Life Sciences,Female,4582,Married,Research Scientist,No,4,2,4,3,Non-Travel,2
562,44,No,Research & Development,16,Technical Degree,Female,9914,Single,Research Scientist,No,4,4,4,3,Travel_Frequently,4
563,29,Yes,Research & Development,22,Human Resources,Female,3922,Divorced,Laboratory Technician,Yes,4,1,2,4,Travel_Frequently,3
564,40,No,Research & Development,24,Marketing,Male,14028,Divorced,Healthcare Representative,No,3,3,4,16,Travel_Rarely,2
565,33,No,Research & Development,2,Medical,Male,11063,Divorced,Research Director,Yes,3,3,3,16,Travel_Frequently,3
566,33,No,Research & Development,4,Human Resources,Male,11248,Single,Laboratory Technician,Yes,3,2,4,11,Travel_Frequently,3
567,53,No,Research & Development,15,Other,Male,3764,Single,Manufacturing Director,No,4,4,1,9,Travel_Rarely,1
568,47,No,Research & Development,6,Medical,Male,12215,Married,Research Scientist,Yes,4,2,4,6,Non-Travel,4
569,31,No,Research & Development,8,Technical Degree,Female,13601,Single,Laboratory Technician,No,4,2,3,4,Travel_Rarely,3
570,30,No,Research & Development,14,Medical,Male,9101,Divorced,Manufacturing Director,No,3,3,2,12,Non-Travel,4
571,41,No,Research & Development,26,Life Sciences,Male,11456,Divorced,Healthcare Representative,No,3,3,1,1,Travel_Frequently,3
572,52,No,Research & Development,26,Other,Male,10111,Divorced,Laboratory Technician,Yes,4,2,4,5,Non-Travel,4
573,50,No,Research & Development,5,Human Resources,Female,7986,Divorced,Research Director,No,4,3,4,12,Travel_Rarely,2
574,47,No,Research & Development,18,Life Sciences,Female,13682,Single,Research Director,No,4,3,4,13,Travel_Rarely,2
575,45,No,Research & Development,1,Other,Female,6501,Single,Manufacturing Director,Yes,3,4,3,10,Non-Travel,2
576,37,No,Research & Development,25,Life Sciences,Female,11278,Single,Healthcare Representative,Yes,3,2,4,12,Travel_Frequently,3
577,28,No,Research & Development,10,Marketing,Male,8553,Married,Healthcare Representative,No,3,4,4,19,Non-Travel,2
578,33,Yes,Research & Development,3,Technical Degree,Female,2788,Single,Research Director,No,3,2,4,3,Travel_Frequently,2
579,42,No,Research & Development,16,Marketing,Female,9050,Divorced,Research Scientist,No,4,3,4,19,Non-Travel,4
580,41,No,Research & Development,15,Other,Male,5364,Single,Laboratory Technician,No,4,3,1,15,Travel_Rarely,2
581,39,No,Research & Development,5,Life Sciences,Female,12856,Divorced,Research Scientist,No,3,2,3,4,Travel_Frequently,3
582,37,No,Research & Development,29,Life Sciences,Female,10961,Married,Manufacturing Director,Yes,4,2,2,5,Non-Travel,2
583,43,No,Research & Development,19,Human Resources,Female,5004,Married,Research Scientist,No,4,2,3,2,Travel_Frequently,4
584,51,No,Research & Development,11,Medical,Female,5175,Divorced,Research Director,No,3,4,4,15,Travel_Frequently,4
585,40,No,Research & Development,28,Other,Female,11863,Single,Manufacturing Director,Yes,3,4,1,15,Non-Travel,3
586,31,No,Research & Development,7,Human Resources,Male,4395,Divorced,Research Director,Yes,4,4,1,18,Non-Travel,1
587,45,No,Research & Development,20,Life Sciences,Female,3310,Divorced,Laboratory Technician,No,4,2,4,8,Non-Travel,1
588,28,No,Research & Development,4,Marketing,Female,10160,Single,Manufacturing Director,Yes,3,2,2,17,Travel_Frequently,3
589,36,No,Research & Development,23,Medical,Female,5526,Single,Research Scientist,No,3,3,3,6,Travel_Rarely,4
590,27,Yes,Research & Development,25,Technical Degree,Male,3327,Divorced,Healthcare Representative,Yes,4,1,1,0,Travel_Frequently,3
591,32,Yes,Research & Development,22,Human Resources,Female,3667,Divorced,Research Director,Yes,3,1,2,3,Travel_Rarely,2
592,41,No,Research & Development,26,Human Resources,Female,4374,Single,Healthcare Representative,No,3,4,4,7,Travel_Rarely,4
593,32,Yes,Research & Development,9,Marketing,Female,3184,Divorced,Research Director,No,4,1,3,0,Travel_Frequently,2
594,44,No,Research & Development,23,Life Sciences,Female,3745,Married,Manufacturing Director,Yes,3,4,2,19,Travel_Rarely,3
595,34,No,Research & Development,9,Other,Female,11270,Married,Research Director,No,3,3,3,11,Non-Travel,3
596,47,No,Research & Development,22,Life Sciences,Female,3260,Single,Manufacturing Director,No,3,2,4,1,Non-Travel,4
597,45,No,Research & Development,12,Other,Female,13634,Single,Research Scientist,No,4,4,3,1,Non-Travel,4
598,52,No,Research & Development,25,Other,Male,5044,Single,Research Scientist,No,4,2,3,15,Travel_Rarely,2
599,34,Yes,Research & Development,20,Other,Female,4940,Divorced,Manufacturing Director,Yes,3,2,1,2,Travel_Frequently,2
600,48,No,Research & Development,22,Human Resources,Male,4817,Single,Healthcare Representative,No,3,4,1,17,Travel_Frequently,2
601,32,No,Research & Development,18,Other,Male,12337,Divorced,Manufacturing Director,No,4,4,4,9,Travel_Rarely,1
602,48,No,Research & Development,17,Technical Degree,Female,8292,Married,Research Scientist,No,3,3,2,9,Travel_Rarely,1
603,41,No,Research & Development,24,Human Resources,Male,10354,Single,Research Director,No,3,3,4,7,Travel_Frequently,1
604,34,No,Research & Development,19,Technical Degree,Female,8394,Single,Laboratory Technician,No,4,4,3,4,Travel_Rarely,2
605,28,Yes,Research & Development,15,Life Sciences,Female,2222,Divorced,Manufacturing Director,No,3,3,1,1,Non-Travel,1
606,40,No,Research & Development,21,Marketing,Male,14360,Divorced,Manufacturing Director,Yes,4,2,1,2,Travel_Frequently,1
607,45,No,Research & Development,26,Medical,Female,7831,Divorced,Research Scientist,No,3,3,4,4,Non-Travel,4
608,41,No,Research & Development,4,Human Resources,Female,13145,Single,Research Director,Yes,3,4,1,1,Travel_Frequently,1
609,54,No,Research & Development,20,Technical Degree,Female,12391,Divorced,Laboratory Technician,Yes,4,4,2,9,Travel_Frequently,2
610,25,Yes,Research & Development,25,Human Resources,Female,2522,Divorced,Research Scientist,Yes,3,2,2,4,Travel_Frequently,4
611,38,No,Research & Development,17,Life Sciences,Male,9042,Single,Manufacturing Director,No,3,4,4,19,Non-Travel,3
612,34,No,Research & Development,11,Human Resources,Female,4120,Divorced,Laboratory Technician,No,4,4,3,16,Non-Travel,4
613,31,No,Research & Development,7,Technical Degree,Male,3691,Divorced,Healthcare Representative,No,3,2,4,8,Non-Travel,3
614,40,No,Research & Development,18,Marketing,Male,9558,Single,Laboratory Technician,Yes,3,2,2,12,Travel_Rarely,3
615,48,No,Research & Development,29,Medical,Female,8896,Single,Research Director,Yes,4,2,2,7,Travel_Rarely,3
616,35,No,Research & Development,26,Technical Degree,Male,6211,Divorced,Laboratory Technician,Yes,3,3,3,4,Travel_Rarely,2
617,35,No,Research & Development,29,Life Sciences,Male,9100,Single,Manufacturing Director,No,3,4,2,20,Travel_Frequently,2
618,50,No,Research & Development,26,Human Resources,Male,8209,Married,Manufacturing Director,No,3,4,3,8,Travel_Rarely,2
619,29,Yes,Research & Development,13,Medical,Male,4081,Divorced,Laboratory Technician,No,4,2,4,1,Travel_Frequently,4
620,50,No,Research & Development,21,Human Resources,Female,11609,Married,Manufacturing Director,No,3,4,2,16,Travel_Frequently,2
621,42,No,Research & Development,18,Marketing,Male,9486,Married,Laboratory Technician,Yes,3,3,2,13,Non-Travel,1
622,44,No,Research & Development,15,Technical Degree,Female,6771,Married,Manufacturing Director,No,4,3,4,17,Non-Travel,3
623,38,No,Research & Development,10,Marketing,Male,9264,Single,Manufacturing Director,Yes,3,3,3,8,Travel_Frequently,2
624,26,Yes,Research & Development,28,Other,Female,2156,Divorced,Manufacturing Director,No,4,2,2,1,Travel_Frequently,2
625,52,No,Research & Development,25,Technical Degree,Female,7278,Divorced,Research Director,Yes,3,3,4,10,Travel_Frequently,2
626,35,No,Research & Development,11,Other,Female,14851,Married,Laboratory Technician,No,3,3,3,8,Non-Travel,2
627,50,No,Research & Development,10,Human Resources,Male,6433,Single,Healthcare Representative,No,3,4,4,1,Travel_Frequently,3
628,41,No,Research & Development,19,Human Resources,Female,14235,Single,Healthcare Representative,No,3,4,2,18,Travel_Frequently,2
629,38,No,Research & Development,3,Medical,Female,13319,Married,Research Director,No,4,4,2,19,Travel_Frequently,4
630,34,Yes,Research & Development,20,Life Sciences,Male,4617,Divorced,Healthcare Representative,No,4,1,1,1,Travel_Frequently,2
631,40,No,Research & Development,17,Life Sciences,Female,6373,Married,Manufacturing Director,No,3,4,2,17,Travel_Rarely,3
632,41,No,Research & Development,13,Other,Female,5572,Single,Healthcare Representative,No,3,2,2,18,Travel_Frequently,2
633,54,No,Research & Development,1,Marketing,Female,5601,Single,Healthcare Representative,No,3,3,4,19,Travel_Rarely,1
634,47,No,Research & Development,24,Human Resources,Female,11615,Single,Laboratory Technician,No,3,4,3,16,Travel_Frequently,4
635,54,No,Research & Development,14,Human Resources,Male,9407,Divorced,Manufacturing Director,No,4,2,4,14,Travel_Rarely,2
636,31,No,Research & Development,23,Other,Female,14446,Single,Healthcare Representative,No,3,2,4,6,Travel_Frequently,4
637,45,No,Research & Development,9,Technical Degree,Female,9041,Single,Research Scientist,Yes,3,2,1,17,Travel_Frequently,4
638,35,Yes,Research & Development,5,Life Sciences,Female,3561,Divorced,Healthcare Representative,Yes,4,2,4,1,Travel_Rarely,4
639,30,No,Research & Development,27,Medical,Female,13764,Single,Research Director,No,3,3,1,5,Travel_Frequently,2
640,45,No,Research & Development,7,Marketing,Female,5759,Single,Healthcare Representative,Yes,3,2,2,9,Travel_Rarely,4
641,54,No,Research & Development,20,Technical Degree,Female,13502,Single,Research Director,No,3,4,1,4,Travel_Frequently,4
642,35,No,Research & Development,22,Marketing,Male,6908,Single,Manufacturing Director,Yes,3,2,2,14,Travel_Rarely,1
643,54,No,Research & Development,21,Marketing,Female,14862,Divorced,Laboratory Technician,Yes,3,3,2,17,Travel_Rarely,4
644,31,No,Research & Development,1,Other,Female,6502,Married,Laboratory Technician,Yes,4,3,2,6,Travel_Rarely,4
645,49,No,Research & Development,16,Marketing,Female,13648,Divorced,Manufacturing Director,No,3,2,2,3,Travel_Rarely,3
646,47,No,Research & Development,11,Other,Male,13336,Divorced,Manufacturing Director,No,4,4,1,5,Travel_Frequently,3
647,34,Yes,Research & Development,20,Medical,Male,3566,Single,Healthcare Representative,Yes,3,3,3,1,Non-Travel,2
648,52,No,Research & Development,13,Medical,Female,13154,Single,Laboratory Technician,Yes,3,2,1,12,Travel_Frequently,2
649,47,No,Research & Development,25,Other,Female,8385,Married,Healthcare Representative,Yes,3,3,2,2,Non-Travel,3
650,34,No,Research & Development,17,Human Resources,Male,3885,Married,Research Director,No,4,4,2,8,Non-Travel,4
651,30,No,Research & Development,19,Life Sciences,Male,4146,Single,Healthcare Representative,No,3,2,2,5,Travel_Rarely,1
652,42,No,Research & Development,19,Marketing,Male,5689,Married,Manufacturing Director,No,4,2,2,14,Travel_Rarely,3
653,43,No,Research & Development,24,Human Resources,Female,8891,Divorced,Research Scientist,No,4,2,2,16,Travel_Frequently,4
654,31,Yes,Research & Development,15,Marketing,Male,2340,Married,Healthcare Representative,No,4,2,4,4,Non-Travel,3
655,47,No,Research & Development,1,Medical,Male,4178,Single,Healthcare Representative,No,4,4,4,16,Travel_Rarely,4
656,40,No,Research & Development,13,Life Sciences,Female,9292,Single,Manufacturing Director,No,3,4,2,19,Travel_Rarely,4
657,52,No,Research & Development,14,Other,Male,11349,Married,Manufacturing Director,No,3,4,2,12,Non-Travel,4
658,30,Yes,Research & Development,20,Marketing,Male,4856,Single,Research Scientist,No,3,1,1,2,Non-Travel,1
659,48,No,Research & Development,9,Medical,Female,9515,Married,Healthcare Representative,No,4,2,4,17,Travel_Rarely,3
660,52,No,Research & Development,23,Other,Male,4790,Married,Research Scientist,No,4,3,1,5,Travel_Frequently,2
661,28,No,Research & Development,6,Other,Female,4144,Married,Research Scientist,No,3,3,3,17,Travel_Frequently,2
662,34,No,Research & Development,2,Medical,Male,5981,Single,Healthcare Representative,No,3,2,2,15,Non-Travel,3
663,55,No,Research & Development,3,Life Sciences,Male,10220,Married,Healthcare Representative,No,4,4,1,4,Non-Travel,3
664,25,Yes,Research & Development,19,Life Sciences,Female,2961,Divorced,Research Director,Yes,3,3,1,0,Travel_Frequently,2
665,28,No,Research & Development,11,Human Resources,Female,12879,Married,Healthcare Representative,No,4,3,3,16,Travel_Frequently,3
666,39,No,Research & Development,13,Technical Degree,Male,9200,Divorced,Healthcare Representative,No,3,3,1,11,Travel_Rarely,1
667,36,No,Research & Development,1,Other,Female,9036,Single,Laboratory Technician,No,4,4,1,16,Non-Travel,3
668,53,No,Research & Development,16,Marketing,Male,14107,Married,Manufacturing Director,No,3,4,4,16,Travel_Frequently,3
669,50,No,Research & Development,10,Technical Degree,Male,11520,Single,Laboratory Technician,No,4,4,2,17,Travel_Rarely,4
670,43,No,Research & Development,6,Other,Female,6946,Single,Research Director,No,4,2,4,3,Travel_Rarely,3
671,36,No,Research & Development,11,Life Sciences,Female,13987,Divorced,Healthcare Representative,Yes,3,2,1,18,Non-Travel,3
672,50,No,Research & Development,10,Marketing,Male,13713,Single,Healthcare Representative,No,3,4,1,14,Travel_Rarely,1
673,46,No,Research & Development,19,Marketing,Male,4902,Single,Laboratory Technician,No,3,2,4,11,Travel_Frequently,4
674,39,No,Research & Development,28,Life Sciences,Female,11515,Divorced,Laboratory Technician,No,4,4,3,8,Travel_Rarely,2
675,37,No,Research & Development,28,Other,Male,11189,Divorced,Laboratory Technician,No,3,2,3,20,Travel_Frequently,3
676,50,No,Research & Development,23,Technical Degree,Male,7480,Married,Research Scientist,No,4,4,1,19,Travel_Frequently,3
677,50,No,Research & Development,28,Marketing,Female,6687,Divorced,Laboratory Technician,No,3,2,1,6,Travel_Frequently,4
678,49,No,Research & Development,7,Marketing,Female,8706,Divorced,Healthcare Representative,No,4,3,1,3,Non-Travel,2
679,53,No,Research & Development,15,Human Resources,Male,3886,Single,Research Director,No,4,4,3,10,Travel_Frequently,2
680,53,No,Research & Development,22,Technical Degree,Male,13669,Married,Laboratory Technician,Yes,3,4,1,19,Travel_Rarely,1
681,43,No,Research & Development,24,Medical,Female,3859,Divorced,Laboratory Technician,Yes,4,4,2,11,Non-Travel,1
682,31,Yes,Research & Development,13,Technical Degree,Male,3239,Divorced,Healthcare Representative,No,4,1,4,3,Non-Travel,3
683,26,Yes,Research & Development,24,Marketing,Female,2499,Divorced,Research Scientist,Yes,3,3,2,4,Travel_Frequently,4
684,48,No,Research & Development,1,Technical Degree,Male,7888,Divorced,Healthcare Representative,No,4,2,4,11,Travel_Rarely,1
685,46,No,Research & Development,23,Medical,Male,14694,Divorced,Research Director,No,3,4,1,4,Travel_Rarely,4
686,31,No,Research & Development,4,Life Sciences,Female,5110,Single,Research Scientist,No,4,4,3,6,Travel_Rarely,2
687,49,No,Research & Development,16,Medical,Female,7068,Divorced,Research Scientist,No,4,4,3,10,Non-Travel,2
688,49,No,Research & Development,7,Human Resources,Male,6884,Divorced,Research Scientist,Yes,4,2,3,10,Travel_Rarely,2
689,41,No,Research & Development,22,Life Sciences,Female,12008,Married,Research Scientist,No,4,3,2,6,Travel_Frequently,2
690,29,Yes,Research & Development,13,Marketing,Male,4926,Married,Laboratory Technician,Yes,3,3,2,4,Travel_Frequently,1
691,45,No,Research & Development,25,Marketing,Male,14206,Married,Research Scientist,No,4,2,2,11,Non-Travel,2
692,31,No,Research & Development,4,Human Resources,Female,6640,Married,Healthcare Representative,No,4,2,3,4,Travel_Rarely,3
693,29,No,Research & Development,5,Technical Degree,Female,8210,Divorced,Laboratory Technician,No,4,3,1,6,Travel_Frequently,2
694,32,No,Research & Development,14,Other,Male,12298,Divorced,Healthcare Representative,No,4,2,2,12,Non-Travel,4
695,53,No,Research & Development,28,Marketing,Male,11228,Divorced,Healthcare Representative,No,3,3,3,17,Non-Travel,4
696,55,No,Research & Development,3,Human Resources,Male,13398,Single,Research Scientist,Yes,4,4,4,8,Travel_Rarely,1
697,41,No,Research & Development,20,Technical Degree,Male,14973,Single,Research Director,Yes,3,3,1,17,Non-Travel,4
698,51,No,Research & Development,6,Human Resources,Male,7001,Married,Manufacturing Director,No,3,4,2,17,Non-Travel,1
699,32,No,Research & Development,11,Marketing,Male,8788,Single,Research Director,No,3,3,1,16,Travel_Frequently,3
700,37,No,Research & Development,17,Marketing,Male,6490,Divorced,Manufacturing Director,Yes,3,4,4,19,Travel_Frequently,4
701,25,Yes,Research & Development,1,Technical Degree,Male,3885,Married,Research Director,Yes,3,2,4,0,Travel_Frequently,4
702,44,No,Research & Development,13,Medical,Female,5518,Married,Research Director,No,4,3,3,1,Travel_Rarely,3
703,33,No,Research & Development,14,Marketing,Male,7415,Divorced,Research Director,Yes,3,3,3,15,Travel_Rarely,2
704,29,Yes,Research & Development,9,Technical Degree,Male,2547,Divorced,Research Scientist,Yes,3,3,4,2,Travel_Rarely,4
705,53,No,Research & Development,4,Medical,Female,8322,Single,Laboratory Technician,No,3,3,2,17,Non-Travel,2
706,28,No,Research & Development,10,Technical Degree,Male,3852,Married,Laboratory Technician,No,4,3,4,14,Non-Travel,1
707,35,No,Research & Development,8,Marketing,Male,5498,Divorced,Research Director,No,4,2,2,8,Travel_Frequently,4
708,53,No,Research & Development,5,Medical,Male,14487,Single,Research Scientist,No,4,4,1,6,Travel_Rarely,3
709,32,No,Research & Development,23,Human Resources,Female,3289,Married,Healthcare Representative,No,3,2,2,2,Travel_Frequently,3
710,29,No,Research & Development,23,Marketing,Female,9997,Married,Research Director,No,4,3,2,4,Travel_Frequently,3
711,33,No,Research & Development,20,Technical Degree,Female,3008,Married,Research Scientist,Yes,3,4,4,11,Travel_Rarely,2
712,43,No,Research & Development,24,Marketing,Male,8476,Married,Manufacturing Director,No,4,2,3,1,Non-Travel,2
713,34,No,Research & Development,29,Life Sciences,Male,9292,Divorced,Research Director,Yes,3,2,2,5,Non-Travel,4
714,30,No,Research & Development,7,Life Sciences,Male,13141,Single,Research Director,No,4,4,3,16,Travel_Rarely,3
715,42,No,Research & Development,9,Medical,Male,10145,Divorced,Research Scientist,Yes,3,3,3,17,Non-Travel,1
716,29,No,Research & Development,13,Technical Degree,Male,9512,Divorced,Laboratory Technician,No,4,4,4,17,Travel_Rarely,3
717,28,No,Research & Development,24,Human Resources,Female,12369,Divorced,Laboratory Technician,Yes,4,4,3,1,Non-Travel,2
718,36,No,Research & Development,5,Life Sciences,Female,4951,Divorced,Research Director,Yes,4,2,2,18,Travel_Rarely,3
719,29,No,Research & Development,23,Marketing,Female,6440,Single,Laboratory Technician,No,4,2,2,12,Non-Travel,4
720,37,No,Research & Development,1,Medical,Female,3938,Married,Manufacturing Director,No,3,2,4,12,Travel_Rarely,3
721,48,No,Research & Development,21,Medical,Female,12025,Divorced,Research Director,Yes,4,3,2,8,Travel_Frequently,4
722,51,No,Research & Development,27,Technical Degree,Male,9039,Single,Healthcare Representative,Yes,3,3,2,3,Travel_Frequently,4
723,33,No,Research & Development,3,Life Sciences,Male,3344,Single,Manufacturing Director,No,4,2,2,13,Non-Travel,4
724,40,No,Research & Development,1,Technical Degree,Male,14867,Married,Research Scientist,No,3,4,1,1,Non-Travel,1
725,26,Yes,Research & Development,27,Human Resources,Male,2584,Divorced,Manufacturing Director,No,4,3,1,0,Travel_Rarely,2
726,52,No,Research & Development,18,Medical,Male,10279,Single,Research Director,No,4,3,1,11,Travel_Frequently,1
727,31,No,Research & Development,14,Life Sciences,Male,7861,Single,Research Director,Yes,4,3,2,5,Travel_Rarely,3
728,35,No,Research & Development,10,Medical,Male,14251,Single,Healthcare Representative,No,4,2,1,16,Travel_Rarely,3
729,26,Yes,Research & Development,22,Medical,Female,4476,Divorced,Research Scientist,Yes,4,2,3,4,Travel_Rarely,3
730,36,No,Research & Development,11,Other,Male,13841,Single,Healthcare Representative,No,3,3,4,3,Travel_Rarely,4
731,53,No,Research & Development,6,Marketing,Male,4102,Single,Healthcare Representative,Yes,4,3,3,9,Travel_Rarely,3
732,43,No,Research & Development,18,Technical Degree,Male,12858,Married,Healthcare Representative,No,4,3,4,5,Non-Travel,2
733,46,No,Research & Development,1,Medical,Male,11633,Married,Healthcare Representative,No,3,4,1,8,Non-Travel,3
734,32,No,Research & Development,14,Medical,Female,3976,Divorced,Research Scientist,No,3,3,2,5,Travel_Frequently,2
735,27,Yes,Research & Development,4,Life Sciences,Female,4849,Divorced,Research Scientist,No,3,2,4,0,Travel_Frequently,2
736,30,Yes,Research & Development,24,Medical,Male,2323,Married,Laboratory Technician,Yes,3,1,3,4,Travel_Frequently,4
737,38,No,Research & Development,20,Other,Male,13565,Single,Healthcare Representative,No,3,3,2,4,Travel_Rarely,1
738,41,No,Research & Development,14,Other,Female,12079,Single,Healthcare Representative,No,3,3,3,19,Non-Travel,1
739,32,No,Research & Development,16,Other,Male,9560,Married,Laboratory Technician,No,4,2,4,13,Travel_Rarely,4
740,53,No,Research & Development,25,Marketing,Male,13594,Divorced,Manufacturing Director,No,4,3,1,4,Travel_Rarely,2
741,45,No,Research & Development,8,Other,Male,4070,Single,Research Scientist,Yes,4,2,1,10,Travel_Rarely,1
742,53,No,Research & Development,17,Marketing,Female,3748,Married,Healthcare Representative,Yes,3,2,3,10,Travel_Rarely,4
